,index,expanded_url,tweet_id,url
2586,38,http://ga.co/2qB9k38,865585874938904576,https://t.co/88UmL94WyW
2587,39,http://ga.co/2qBsTZ3,865585852763840512,https://t.co/J6QLuScTOA
2588,40,http://ga.co/2qBrFgD,865583325490155520,https://t.co/5br799TqSa
2589,41,http://ga.co/2qBhmsQ,865564449842659328,https://t.co/gJjZ5Whp0A
2590,42,https://twitter.com/i/web/status/865563949059723265,865563949059723265,https://t.co/Cx9yDK7szH
2591,43,https://twitter.com/i/web/status/865554891128832000,865554891128832000,https://t.co/vIqpuGikia
2592,0,https://twitter.com/i/web/status/866238668188655617,866238668188655617,https://t.co/9WuqZNOAvF
2593,1,https://twitter.com/i/web/status/866227819709218816,866227819709218816,https://t.co/Ay2kEfYcIa
2594,2,http://ga.co/2qbHnO8,866215489806245889,https://t.co/38httu8bu3
2595,3,https://twitter.com/i/web/status/866196121596645377,866196121596645377,https://t.co/S44PKfQoMl
